seed;iteracao_validacao_cruzada;indices;previsoes;f1_score;acuracia_balanceada;auc
66;1;[5, 13, 28, 32, 60, 62, 65, 67, 84, 89, 99, 140, 146, 149, 150, 158, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.7692307692307693
66;2;[0, 22, 29, 38, 42, 45, 48, 53, 81, 91, 106, 114, 116, 134, 138, 144, 164];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5333333333333333
66;3;[3, 6, 9, 24, 26, 36, 56, 66, 74, 83, 111, 120, 123, 139, 147, 153, 154];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5833333333333334
66;4;[21, 30, 52, 54, 59, 76, 78, 87, 88, 95, 100, 118, 119, 124, 128, 165, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.6;0.5499999999999999
66;5;[2, 11, 17, 55, 63, 69, 73, 80, 82, 90, 96, 97, 107, 113, 115, 121, 148];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;1.0
66;6;[14, 15, 19, 34, 37, 41, 43, 51, 98, 109, 110, 126, 133, 142, 152, 162, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5833333333333333
66;7;[4, 12, 16, 35, 40, 44, 46, 70, 71, 79, 94, 108, 117, 136, 145, 155, 159];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.31666666666666665
66;8;[10, 20, 23, 25, 33, 39, 50, 57, 75, 85, 86, 127, 129, 132, 141, 157, 161];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5166666666666666
66;9;[47, 58, 68, 72, 101, 103, 104, 105, 112, 135, 137, 143, 151, 156, 160, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.3958333333333333
72;0;[18, 28, 41, 51, 56, 57, 60, 73, 89, 100, 101, 111, 114, 125, 127, 145, 151];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.75
72;1;[3, 10, 12, 15, 24, 27, 39, 52, 66, 105, 106, 120, 123, 147, 149, 155, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.5769230769230769
72;2;[9, 19, 29, 38, 40, 46, 62, 67, 74, 75, 110, 113, 128, 131, 139, 150, 156];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7833333333333333
72;3;[4, 32, 45, 80, 81, 83, 91, 96, 108, 109, 112, 117, 146, 148, 160, 161, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.48333333333333334
72;4;[6, 11, 54, 63, 68, 79, 82, 87, 102, 104, 107, 116, 122, 129, 130, 138, 164];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4
72;5;[8, 14, 22, 33, 34, 35, 48, 65, 84, 88, 103, 124, 133, 134, 137, 141, 159];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6499999999999999
72;6;[0, 1, 23, 44, 58, 70, 77, 85, 90, 98, 99, 121, 136, 142, 154, 158, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4333333333333333
72;7;[5, 17, 31, 37, 42, 43, 47, 49, 59, 76, 92, 126, 132, 140, 153, 162, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6833333333333333
72;8;[20, 21, 26, 36, 50, 61, 64, 72, 93, 94, 97, 115, 118, 143, 144, 157, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.55
72;9;[2, 7, 13, 16, 25, 30, 53, 55, 69, 71, 78, 86, 95, 119, 135, 152];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.2708333333333333
111;0;[14, 25, 29, 66, 83, 90, 93, 97, 103, 105, 106, 109, 114, 145, 146, 147, 155];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.6730769230769231
111;1;[6, 8, 15, 20, 23, 26, 32, 42, 49, 64, 77, 89, 108, 120, 137, 139, 162];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.7884615384615384
111;2;[10, 28, 34, 40, 43, 44, 60, 85, 86, 87, 94, 115, 124, 126, 133, 138, 141];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5166666666666666
111;3;[5, 7, 33, 55, 56, 57, 70, 80, 98, 104, 111, 113, 129, 143, 152, 154, 159];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.44999999999999996
111;4;[2, 13, 21, 31, 35, 38, 41, 45, 79, 110, 118, 121, 131, 135, 136, 150, 157];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6166666666666667
111;5;[3, 16, 18, 19, 48, 51, 54, 88, 99, 116, 122, 128, 134, 140, 144, 151, 158];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7166666666666666
111;6;[1, 17, 24, 50, 63, 74, 81, 82, 96, 100, 107, 125, 132, 153, 156, 164, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6
111;7;[9, 27, 37, 39, 47, 52, 53, 65, 75, 84, 95, 101, 102, 142, 149, 161, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4666666666666667
111;8;[0, 11, 22, 36, 46, 58, 59, 69, 71, 73, 76, 78, 91, 92, 123, 127, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7333333333333333
111;9;[4, 12, 30, 61, 62, 67, 68, 72, 112, 117, 119, 130, 148, 160, 165, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.4375
