seed;iteracao_validacao_cruzada;indices;previsoes;f1_score;acuracia_balanceada;auc
66;0;[1, 7, 8, 19, 27, 31, 49, 60, 65, 80, 92, 94, 102, 122, 127, 130, 131];['Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning'];0.8;0.6346153846153846;0.6346153846153846
66;1;[5, 13, 28, 34, 59, 61, 64, 66, 86, 91, 99, 140, 146, 149, 150, 158, 168];['Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults', 'Tuning'];0.6956521739130435;0.5576923076923077;0.5576923076923077
66;2;[0, 21, 29, 37, 42, 45, 48, 54, 81, 90, 109, 114, 116, 134, 138, 143, 164];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning'];0.72;0.475;0.475
66;3;[3, 6, 9, 24, 26, 36, 56, 71, 74, 83, 111, 121, 123, 139, 147, 153, 154];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults'];0.8333333333333334;0.7166666666666667;0.7166666666666668
66;4;[22, 30, 52, 53, 63, 76, 77, 87, 88, 95, 100, 118, 119, 124, 128, 165, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults'];0.9166666666666666;0.8583333333333334;0.8583333333333333
66;5;[2, 11, 17, 55, 62, 68, 72, 79, 82, 89, 96, 98, 106, 113, 115, 120, 148];['Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults'];0.8181818181818182;0.775;0.7750000000000001
66;6;[14, 15, 18, 33, 38, 41, 43, 50, 97, 108, 110, 125, 133, 142, 152, 162, 163];['Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning'];0.8333333333333334;0.7166666666666667;0.7166666666666668
66;7;[4, 12, 16, 35, 39, 44, 46, 69, 70, 78, 93, 107, 117, 135, 145, 155, 159];['Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults'];0.7;0.6916666666666667;0.6916666666666668
66;8;[10, 20, 23, 25, 32, 40, 51, 57, 75, 84, 85, 126, 129, 132, 141, 157, 161];['Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.782608695652174;0.675;0.675
66;9;[47, 58, 67, 73, 101, 103, 104, 105, 112, 136, 137, 144, 151, 156, 160, 166];['Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.6956521739130435;0.4583333333333333;0.4583333333333333
72;0;[19, 28, 41, 50, 56, 57, 59, 72, 91, 100, 101, 111, 114, 126, 127, 145, 151];['Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning'];0.64;0.3076923076923077;0.3076923076923077
72;1;[3, 10, 12, 15, 24, 27, 40, 52, 71, 105, 109, 121, 123, 147, 149, 155, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Tuning'];0.88;0.7980769230769231;0.798076923076923
72;2;[9, 18, 29, 37, 39, 46, 61, 66, 74, 75, 110, 113, 128, 131, 139, 150, 156];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning'];0.7619047619047619;0.7333333333333334;0.7333333333333333
72;3;[4, 34, 45, 79, 81, 83, 90, 96, 107, 108, 112, 117, 146, 148, 160, 161, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning'];0.8461538461538461;0.6583333333333333;0.6583333333333332
72;4;[6, 11, 53, 62, 67, 78, 82, 88, 102, 104, 106, 116, 122, 129, 130, 138, 164];['Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.6956521739130435;0.5333333333333333;0.5333333333333333
72;5;[8, 14, 21, 32, 33, 35, 48, 64, 86, 87, 103, 124, 133, 134, 137, 141, 159];['Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning'];0.6666666666666666;0.5916666666666667;0.5916666666666667
72;6;[0, 1, 23, 44, 58, 69, 80, 84, 89, 97, 99, 120, 135, 142, 154, 158, 165];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning'];0.6086956521739131;0.3916666666666667;0.3916666666666667
72;7;[5, 17, 31, 38, 42, 43, 47, 49, 63, 76, 92, 125, 132, 140, 153, 162, 168];['Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults'];0.8;0.6166666666666667;0.6166666666666667
72;8;[20, 22, 26, 36, 51, 60, 65, 73, 93, 94, 98, 115, 119, 143, 144, 157, 163];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8;0.6166666666666667;0.6166666666666667
72;9;[2, 7, 13, 16, 25, 30, 54, 55, 68, 70, 77, 85, 95, 118, 136, 152];['Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults', 'Defaults', 'Defaults'];0.7;0.6666666666666667;0.6666666666666666
111;0;[14, 25, 29, 71, 83, 89, 94, 98, 103, 105, 108, 109, 114, 145, 146, 147, 155];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning'];0.8275862068965517;0.46153846153846156;0.46153846153846156
111;1;[6, 8, 15, 20, 23, 26, 34, 42, 49, 65, 80, 91, 107, 121, 137, 139, 162];['Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults'];0.7692307692307693;0.5096153846153846;0.5096153846153846
111;2;[10, 28, 33, 39, 43, 44, 59, 84, 85, 88, 93, 115, 124, 125, 133, 138, 141];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults'];0.88;0.7583333333333333;0.7583333333333333
111;3;[5, 7, 32, 55, 56, 57, 69, 79, 97, 104, 111, 113, 129, 144, 152, 154, 159];['Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning'];0.6666666666666666;0.5916666666666667;0.5916666666666667
111;4;[2, 13, 22, 31, 35, 37, 41, 45, 78, 110, 119, 120, 131, 135, 136, 150, 157];['Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning'];0.782608695652174;0.675;0.675
111;5;[3, 16, 18, 19, 48, 50, 53, 87, 99, 116, 122, 128, 134, 140, 143, 151, 158];['Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults'];0.6086956521739131;0.3916666666666667;0.3916666666666667
111;6;[1, 17, 24, 51, 62, 74, 81, 82, 96, 100, 106, 127, 132, 153, 156, 164, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults'];0.75;0.575;0.575
111;7;[9, 27, 38, 40, 47, 52, 54, 64, 75, 86, 95, 101, 102, 142, 149, 161, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Tuning', 'Tuning'];0.782608695652174;0.675;0.675
111;8;[0, 11, 21, 36, 46, 58, 63, 68, 70, 72, 76, 77, 90, 92, 123, 126, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Defaults'];0.6086956521739131;0.3916666666666667;0.3916666666666667
111;9;[4, 12, 30, 60, 61, 66, 67, 73, 112, 117, 118, 130, 148, 160, 165, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Defaults', 'Defaults', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning'];0.782608695652174;0.625;0.625
