avail.datasets,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_fun_evals,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_fun_evals,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_level.costs_fun_evals,ela_level.costs_runtime,Class
1121_badges2,2,11,8,3,294,0.037415,0.727273,0.272727,2,2,2.0,0.0,8,0.285714,0.714286,0.5,0.303046,0.879203,1.170131,3.591574,6.470265,0.238791,1.0,1.0,0.59827,0.863121,0.960701,0.4973,0.681488,0.076856,7.784264,11.499966,1,2,0.090909,0.003401,0.5,2,2,2.0,0.0,2,2,2.0,0.0,0,1,0.090909,0.301511,1.0,0.714286,1.0,0.755102,0.085833,0.714286,1.0,1.0,0.061,1.547,0.07,0.973,0.973,0.000231,0.0,0.0,0.014,0.16,0.0,0.0,0.721,26.727,4378,29.782313,0.101646,210,3.1e-05,257.996599,0.27774,0.795673,4.453224,0.483873653027506,0.632581953382965,0.011379479632036,0.0127002652524141,1.11606731266162,0.659237633580269,0.49913280273115,21.9290933375098,0.790032471895513,0,0.0500000000010914,1.03318530533616,-0.866736919695721,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0.709999999999127,Tuning
1167_pc1_req,2,8,7,1,320,0.025,0.875,0.125,2,3,2.5,0.707107,5,0.334375,0.665625,0.5,0.234229,2.13844,3.919587,11.674521,31.438188,0.291523,0.322516,1.0,0.637234,0.919334,0.658517,0.233067,0.646353,0.010621,59.999957,61.003957,5,6,0.625,0.015625,0.166667,2,4,3.333333,1.154701,3,4,3.666667,0.516398,0,2,0.625,0.744024,0.665625,0.665625,0.665625,0.665625,0.0,0.665625,0.665625,0.634375,0.163,0.242,0.0,0.024,0.063,0.777,0.389,0.5,0.675,0.891,0.532,0.313,0.984,15.75,5921,37.00625,0.116007,213,2.4e-05,122.934375,0.220617,0.655555,2.473425,0.416851113767092,0.478056589706311,0.0021925746093674,0.0025357951066461,1.15653765934002,0.588413690769666,0.425522008102203,5.30874812727389,0.649696593099721,0,0.0599999999994907,-0.552296774955509,-0.095715460266502,61.0,0.0,0.0,0.105133333333333,0.118433333333333,0.104733333333333,0.887700534759358,1.00381922342457,1.13080840229153,0.1042,0.0890666666666667,0.0794666666666667,1.16991017964072,1.31124161073825,1.12080536912752,0.117333333333333,0.0847333333333333,0.064,1.38473642800944,1.83333333333333,1.32395833333333,0,185.720000000001,Defaults
11_balance-scale,3,4,4,0,625,0.0064,1.0,0.0,3,3,3.0,0.0,3,0.0784,0.4608,0.333333,0.220779,0.373424,0.373424,2.003462,2.003462,0.236134,0.822601,0.999058,0.913649,0.831639,1.609438,0.5,0.913649,0.09382,9.738265,16.154444,12,13,3.0,0.0192,0.076923,2,8,4.8,3.03315,4,6,4.846154,0.688737,1,4,3.0,1.414214,0.9088,0.6352,0.6352,0.6352,0.0,0.6352,0.6352,0.8064,0.204,0.161356,3.0,0.0,0.0,0.625,0.333333,0.5,0.317,0.677,0.208,0.327,0.914,156.25,23303,74.5696,0.119503,288,5e-06,111.7232,0.238548,0.585038,1.819396,0.466722747941007,0.563561233287449,0.0089635728854598,0.0108095194852056,1.2059387058413,0.570433411419363,0.61433424636139,4.16180723730108,0.760596173862529,0,0.0300000000006548,0.67684189693087,-0.210685604933877,10.0,0.0,0.0,,,,,,,0.119733333333333,0.1233,0.118333333333333,0.971073263044066,1.01183098591549,1.04197183098592,0.253333333333333,0.1898,0.182533333333333,1.33473832103969,1.38787436084733,1.03981008035062,0,124.809999999998,Tuning
13_breast-cancer,2,9,0,9,286,0.031469,0.0,1.0,2,11,4.3,2.983287,43,0.297203,0.702797,0.5,0.286799,0.0,3.143176,3.0,21.165878,0.286746,0.468648,1.0,0.608476,0.877845,1.043799,0.797878,1.628801,0.023474,25.921312,43.466269,8,9,0.888889,0.027972,0.111111,2,6,4.0,1.632993,3,5,4.444444,0.881917,0,3,0.888889,1.054093,0.758741,0.702797,0.723776,0.709013,0.009378,0.702797,0.72028,0.678322,0.021,0.849,0.667,0.003,0.007,0.586,0.297,0.5,0.437,0.865,0.357,0.392,1.0,31.778,5926,41.440559,0.145405,102,1.6e-05,11.454545,0.233062,0.693721,1.455446,0.287348538538025,0.510039777137044,0.0011690019552772,0.0018002182228307,1.53996168672261,0.486737816831795,0.302415276717406,1.39895531341597,0.591131465431122,0,0.0299999999988358,,,,,,0.0768333333333333,0.0768333333333333,0.0768333333333333,1.0,1.0,1.0,0.142633333333333,0.124466666666667,0.117466666666667,1.14595607927156,1.21424517593644,1.05959137343927,0.1144,0.0549,0.0284,2.08378870673953,4.02816901408451,1.9330985915493,0,185.139999999999,Tuning
1442_MegaWatt1,2,37,37,0,253,0.146245,1.0,0.0,2,2,2.0,0.0,2,0.106719,0.893281,0.5,0.556183,1.707479,1.707479,8.381491,8.381491,0.458417,0.521175,1.0,0.339601,0.489941,1.003954,0.3621,0.339601,0.030069,11.294025,32.388261,2,3,0.054054,0.007905,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,1,0.054054,0.229243,0.798419,0.893281,0.901186,0.893601,0.001437,0.893281,0.893281,0.814229,0.578,2.621,2e-06,0.237,1.0,0.216,0.107,0.5,0.249,0.694,0.186,0.356,1.0,6.838,4541,35.897233,0.142449,226,0.000116,328.316206,0.278352,0.781078,4.263284,0.248893079619723,0.512241526527289,0.0013538921976822,0.0015168974895382,1.12039754135152,0.396241945867633,0.269106411092426,10.5036024791387,0.523977457974397,0,0.069999999999709,,,,,,0.0964666666666667,0.0964666666666667,0.0592666666666667,1.0,1.62767154105737,1.62767154105737,0.0964666666666667,0.0964666666666667,0.0585,1.0,1.64900284900285,1.64900284900285,0.0964666666666667,0.0964666666666667,0.0598333333333333,1.0,1.61225626740947,1.61225626740947,0,185.580000000002,Tuning
1443_PizzaCutter1,2,37,37,0,661,0.055976,1.0,0.0,2,2,2.0,0.0,2,0.078669,0.921331,0.5,0.595852,3.313726,3.313726,19.602723,19.602723,0.495604,0.496889,1.0,0.275506,0.397471,0.609075,0.186942,0.275506,0.017856,15.429559,33.110947,6,7,0.162162,0.009077,0.142857,2,2,2.0,0.0,2,7,4.857143,1.9518,0,1,0.162162,0.373684,0.889561,0.921331,0.931921,0.921863,0.002261,0.921331,0.921331,0.907716,0.438,3.404,0.0,0.389,0.852,0.163,0.079,0.5,0.151,0.499,0.092,0.365,1.0,17.865,34278,103.715582,0.157145,609,2.5e-05,874.251135,0.37733,0.778236,4.102854,0.387600200383593,0.522030548439656,0.0015032707803958,0.0026756957628361,1.77991603224778,0.512119830094915,0.462086767864188,1.24646562718167,0.711234129059429,0,0.0500000000010914,2.21648825164309,4.71551484207023,80.0,0.0,0.0100000000020373,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0,184.629999999997,Tuning
1444_PizzaCutter3,2,37,37,0,1043,0.035475,1.0,0.0,2,2,2.0,0.0,2,0.121764,0.878236,0.5,0.534906,5.895785,5.895785,96.625446,96.625446,0.396921,0.466118,1.0,0.370425,0.534411,0.615253,0.177525,0.370425,0.009414,39.350222,64.358292,11,12,0.297297,0.010547,0.083333,2,4,2.444444,0.881917,2,10,6.416667,2.539088,0,3,0.297297,0.661012,0.310642,0.878236,0.878236,0.878236,0.0,0.878236,0.878236,0.853308,0.499,1.965,0.0,0.236,0.46,0.244,0.122,0.5,0.234,0.592,0.147,0.355,0.999,28.189,78300,150.143816,0.144092,916,7e-06,1273.87536,0.271755,0.78201,4.128425,0.241588686999862,0.511279156572528,0.000813787868398,0.0014165208408019,1.74065121367606,0.325818248191736,0.313718227275896,1.21998713034649,0.56785507789223,0,0.0399999999990541,,,,,,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0,182.389999999999,Tuning
1446_CostaMadre1,2,37,37,0,296,0.125,1.0,0.0,2,2,2.0,0.0,2,0.128378,0.871622,0.5,0.525552,2.951975,2.951975,22.359202,22.359202,0.519389,0.514031,1.0,0.383292,0.552974,0.633829,0.223714,0.383292,0.018062,21.221512,34.092807,10,11,0.27027,0.033784,0.090909,2,6,4.0,2.0,3,6,4.727273,0.904534,0,2,0.27027,0.607758,0.807432,0.871622,0.881757,0.871896,0.001666,0.871622,0.871622,0.780405,0.344,1.59,0.0,0.267,0.973,0.258,0.128,0.5,0.324,0.693,0.22,0.326,0.986,8.0,6175,41.722973,0.141434,258,7.3e-05,353.638514,0.350544,0.769651,4.11284,0.240278816488344,0.511513202542783,0.0009794740143934,0.0015057243618608,1.53727851860713,0.347242669442824,0.29475737293369,1.6055006117724,0.534565879054146,0,0.0300000000006548,,,,,,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0,185.689999999995,Tuning
1447_CastMetal1,2,37,37,0,327,0.11315,1.0,0.0,2,2,2.0,0.0,2,0.12844,0.87156,0.5,0.525465,3.026812,3.026812,19.027262,19.027262,0.537719,0.496736,1.0,0.383411,0.553145,0.663316,0.229491,0.383411,0.017318,22.13949,37.302153,6,7,0.162162,0.018349,0.142857,2,4,3.0,1.154701,2,5,4.285714,1.112697,0,1,0.162162,0.373684,0.825688,0.87156,0.877676,0.871725,0.001005,0.87156,0.87156,0.767584,0.232,1.542,2e-06,0.242,0.982,0.258,0.128,0.5,0.321,0.699,0.232,0.381,0.991,8.838,7643,46.746177,0.143393,285,6e-05,386.874618,0.33146,0.773642,4.077094,0.18889227469026,0.506619085490188,0.0005845160148979,0.0009141574026042,1.56395612661515,0.276643066805759,0.241390032219917,1.95744284419994,0.444464944678958,0,0.0399999999990541,,,,,,0.0571,0.0571,0.0571,1.0,1.0,1.0,0.0571,0.0571,0.0571,1.0,1.0,1.0,0.0571,0.0571,0.0571,1.0,1.0,1.0,0,186.109999999993,Tuning
1451_PieChart1,2,37,37,0,705,0.052482,1.0,0.0,2,2,2.0,0.0,2,0.086525,0.913475,0.5,0.584742,3.834355,3.834355,33.609222,33.609222,0.477759,0.483184,1.0,0.294423,0.424763,0.609319,0.184875,0.294423,0.017662,16.670305,33.499781,12,13,0.324324,0.017021,0.076923,2,4,3.0,1.069045,3,9,6.230769,2.278664,0,2,0.324324,0.579945,0.883688,0.913475,0.921986,0.913859,0.001556,0.913475,0.913475,0.896454,0.451,2.873,0.0,0.372,0.82,0.176,0.087,0.5,0.157,0.513,0.104,0.385,1.0,19.054,38412,108.970213,0.154787,644,2e-05,918.659574,0.347781,0.778379,4.105576,0.354332521752799,0.52172983046047,0.0013266584415481,0.0026260393286379,1.97943890182731,0.454810748101579,0.450835931342331,1.42666772916143,0.70374824510449,0,0.0300000000006548,2.29649779589266,4.85769198431696,95.0,0.0,0.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0,185.360000000001,Tuning
1452_PieChart2,2,36,36,0,745,0.048322,1.0,0.0,2,2,2.0,0.0,2,0.021477,0.978523,0.5,0.676734,5.615619,5.615619,80.174624,80.174624,0.535228,0.388561,1.0,0.103731,0.149652,0.480302,0.14573,0.103731,0.005765,17.993813,82.315981,2,3,0.055556,0.002685,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,1,0.055556,0.232311,0.932886,0.978523,0.978523,0.978523,0.0,0.978523,0.978523,0.957047,0.709,3.343,0.0,0.642,1.0,0.044,0.021,0.5,0.062,0.366,0.043,0.358,0.993,20.694,48914,131.312752,0.176496,729,6.6e-05,1105.409396,0.26987,0.77912,4.103235,0.0877265149712014,0.502406161310283,0.0002304189663258,0.0003480008603189,1.51029607444257,0.132702854441022,0.113404101796194,2.5638894887543,0.22323345961455,0,0.0499999999992724,,,,,,0.0870333333333333,0.109833333333333,0.0928666666666667,0.792412746585736,0.937185929648241,1.1826992103374,0.123433333333333,0.134766666666667,0.1333,0.915904031659659,0.925981495373843,1.01100275068767,0.123433333333333,0.134766666666667,0.135,0.915904031659659,0.914320987654321,0.998271604938272,0,182.709999999999,Tuning
1453_PieChart3,2,37,37,0,1077,0.034355,1.0,0.0,2,2,2.0,0.0,2,0.12442,0.87558,0.5,0.531151,5.700726,5.700726,90.680765,90.680765,0.39994,0.472092,1.0,0.375639,0.541933,0.607104,0.173632,0.375639,0.009756,38.503155,61.228376,12,13,0.324324,0.011142,0.076923,2,4,3.0,1.069045,3,9,6.230769,2.488435,0,4,0.324324,0.818333,0.318477,0.87558,0.87558,0.87558,0.0,0.87558,0.87558,0.849582,0.473,1.884,0.0,0.228,0.455,0.249,0.124,0.5,0.237,0.592,0.15,0.36,0.999,29.108,83195,154.493965,0.143582,943,6e-06,1306.082637,0.259783,0.781819,4.123266,0.239211994253585,0.511179720917231,0.0008099823838475,0.0014040215260462,1.73339760721326,0.324992467698889,0.308270434229956,1.19939504733715,0.560318282510184,0,0.0300000000006548,,,,,,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0,184.860000000001,Tuning
1455_acute-inflammations,2,6,1,5,120,0.05,0.166667,0.833333,2,2,2.0,0.0,12,0.416667,0.583333,0.5,0.117851,1.233305,0.749793,3.758493,2.01105,0.506774,0.961077,1.0,0.679193,0.979869,0.736995,0.861363,1.104283,0.174892,3.88349,3.21399,2,3,0.333333,0.016667,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,1,0.333333,0.516398,0.958333,0.583333,0.916667,0.734722,0.142441,0.583333,0.583333,1.0,2.276,13.794,0.0,0.465,0.818,0.262,0.0,0.005,0.02,0.015,0.0,0.0,1.0,16.5,1094,18.233333,0.153221,60,0.000123,35.575,0.243489,0.782241,2.30113,0.540498106361938,0.704643366058432,0.0074259590394383,0.0184997422273733,2.49122599910981,0.606438065794229,0.672350921983412,6.03110775753041,0.843417583483214,0,0.0400000000008731,0.350245960238375,-1.81158262621738,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0.75,Defaults
1456_appendicitis,2,7,7,0,106,0.066038,1.0,0.0,2,2,2.0,0.0,2,0.198113,0.801887,0.5,0.426932,1.180186,1.180186,5.230625,5.230625,0.452904,0.613146,1.0,0.497776,0.718138,1.05518,0.458259,0.497776,0.108488,4.588316,8.726268,4,5,0.571429,0.037736,0.2,2,2,2.0,0.0,2,5,3.8,1.30384,0,1,0.571429,0.534522,0.858491,0.801887,0.886792,0.851752,0.034325,0.801887,0.867925,0.801887,0.852,1.093,0.045,0.292,0.755,0.418,0.198,0.5,0.292,0.639,0.198,0.189,0.972,15.143,864,16.301887,0.155256,85,0.000355,39.886792,0.37943,0.561833,2.136415,0.407459295538648,0.552329268212263,0.0042552295022636,0.0054534664030152,1.28159160395794,0.569366204811521,0.433514107813347,3.29191148420399,0.719723213048078,0,0.0399999999990541,1.41224732734576,0.317155423162305,74.0,0.0,0.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0,186.640000000007,Defaults
1459_artificial-characters,10,7,7,0,4891,0.001431,1.0,0.0,10,10,10.0,0.0,10,0.060519,0.143324,0.1,0.027303,0.593622,0.593622,2.770189,2.770189,0.338574,0.662662,0.477219,2.267849,0.984914,2.123806,0.499896,2.267849,0.158588,14.300239,12.391955,12,13,1.714286,0.002453,0.076923,2,6,3.428571,1.902379,2,8,5.692308,1.601282,0,4,1.714286,1.704336,0.278675,0.143324,0.190759,0.170371,0.020998,0.143324,0.175479,0.552648,0.365,0.4094,3.508,0.469,1.79,0.2005,0.1001,0.5,0.6,0.666,0.452,0.63,0.994,698.714,1664132,325.725582,0.031881,1416,0.0,468.485907,0.057224,0.707328,2.010699,0.483379711375593,0.250177514885764,0.0070901322908846,0.0139264612273468,1.96420329776517,0.572762155021068,0.641434097894398,40.58853557257,0.869050558352303,0,0.0299999999988358,0.834631587913913,-1.00152990370172,22.0,0.0,0.0199999999967986,0.0015333333333333,0.0010333333333333,0.0015333333333333,1.48387096774194,1.0,0.673913043478261,0.0015333333333333,0.0010333333333333,0.0015333333333333,1.48387096774194,1.0,0.673913043478261,0.162133333333333,0.125166666666667,0.0484666666666667,1.29533954727031,3.34525447042641,2.58253094910591,0,184.659999999996,Tuning
1460_banana,2,2,2,0,5300,0.000377,1.0,0.0,2,2,2.0,0.0,2,0.448302,0.551698,0.5,0.073112,0.142119,0.142119,2.245302,2.245302,0.202706,0.083539,1.0,0.687792,0.992274,2.446841,0.570298,0.687792,0.065544,10.493522,36.331015,6,7,3.0,0.001132,0.142857,2,4,3.0,1.154701,3,5,4.0,0.816497,2,4,3.0,1.414214,0.613962,0.588868,0.596981,0.592925,0.005737,0.596981,0.588868,0.872264,0.01,0.003,0.626,0.004,0.008,0.897,0.448,0.5,0.191,0.152,0.128,0.344,0.837,2646.0,1587721,599.14,0.113067,2924,0.0,2258.284151,0.151652,0.764875,2.858089,0.354948481156767,0.648928318459676,0.0039158105414179,0.0111079179998381,2.83668422727516,0.362727302805087,0.674289628964874,4.94722335849768,0.828293610986103,0,0.069999999999709,0.483302598033245,-1.58815907724786,13.0,0.0,0.0100000000020373,0.0051666666666666,0.0047,0.0051666666666666,1.09929078014184,1.0,0.909677419354839,0.0051666666666666,0.0047,0.0051666666666666,1.09929078014184,1.0,0.909677419354839,0.178933333333333,0.1329,0.0575666666666667,1.34637572109355,3.10828025477707,2.30862767805443,0,185.200000000004,Tuning
1462_banknote-authentication,2,4,4,0,1372,0.002915,1.0,0.0,2,2,2.0,0.0,2,0.444606,0.555394,0.5,0.078338,0.64085,0.64085,2.843861,2.843861,0.446389,0.929974,1.0,0.686998,0.991128,2.103905,0.582651,0.686998,0.153973,4.461802,12.6641,9,10,2.25,0.00656,0.1,2,6,3.0,1.67332,3,7,4.8,1.398412,1,4,2.25,1.5,0.841108,0.555394,0.853499,0.685313,0.127796,0.555394,0.853499,0.998542,2.259,0.838,0.156,0.339,0.647,0.4,0.054,0.052,0.004,0.11,0.001,0.067,0.731,343.0,143714,209.495627,0.152805,762,1e-06,413.344752,0.213893,0.733529,2.204935,0.520088627774134,0.722710838452836,0.0093537959614025,0.0171429220768825,1.832723543214,0.59394588071504,0.691331451187727,2.70221388897895,0.844442870062655,0,0.0300000000006548,0.19976707319247,-1.88864807601739,6.0,0.0,0.0100000000020373,,,,,,,,,,,,,0.186533333333333,0.120866666666667,0.041,1.54329840044126,4.54959349593496,2.9479674796748,0,62.0900000000038,Tuning
1463_blogger,2,5,0,5,100,0.05,0.0,1.0,2,5,2.833333,1.169045,17,0.32,0.68,0.5,0.254558,0.0,1.715738,3.0,6.677651,0.399556,0.557849,1.0,0.626869,0.904381,0.894711,0.834218,1.487517,0.034063,18.403046,25.266083,3,4,0.6,0.03,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,1,0.6,0.547723,0.77,0.68,0.74,0.706,0.027928,0.68,0.7,0.78,0.412,0.425,1.0,0.0,0.0,0.825,0.415,0.5,0.634,1.24,0.463,0.402,1.0,8.2,0,0.0,0.0,1,0.000101,0.0,1.0,0.745433,0.0,0.227779238261427,0.481285054132998,0.0013782138238963,0.0018122887834544,1.31495472765678,0.276637197935662,0.229183874661949,3.34519873141072,0.308488399019333,0,0.0300000000006548,-0.169362253223542,1.8231325680186,58.0,0.0,0.0199999999967986,0.0763666666666667,0.0763666666666667,0.0763666666666667,1.0,1.0,1.0,0.208166666666667,0.202166666666667,0.192533333333333,1.02967848309975,1.08119806094183,1.05003462603878,0.1325,0.127733333333333,0.1131,1.03731732776618,1.17152961980548,1.12938402593575,0,184.470000000001,Defaults
1464_blood-transfusion-service-center,2,4,4,0,748,0.005348,1.0,0.0,2,2,2.0,0.0,2,0.237968,0.762032,0.5,0.370569,2.040092,2.040092,10.227575,10.227575,0.472525,0.359244,1.0,0.548726,0.791645,1.216929,0.369232,0.548726,0.026031,21.079797,45.749399,8,9,2.0,0.010695,0.111111,2,4,2.666667,1.032796,2,7,5.222222,1.715938,0,4,2.0,1.825742,0.751337,0.762032,0.762032,0.762032,0.0,0.762032,0.762032,0.715241,0.29,0.771,0.271,0.009,0.013,0.477,0.238,0.5,0.43,0.606,0.33,0.423,0.985,187.0,32447,86.756684,0.11614,570,6e-06,629.425134,0.161769,0.792492,3.751919,0.148767137625416,0.5101451383796,0.0010463514720265,0.001053089549953,1.00643959329795,0.223593657235359,0.31914492676228,19.2221154162947,0.544257024116491,0,0.0500000000010914,1.94881223246382,3.79723235918055,124.0,0.0,0.0,0.0769,0.0632666666666667,0.0563333333333333,1.21548998946259,1.36508875739645,1.12307692307692,0.0683333333333333,0.0415,0.0299666666666667,1.64658634538153,2.28031145717464,1.38487208008899,0.0683333333333333,0.0415,0.0325333333333333,1.64658634538153,2.10040983606557,1.27561475409836,0,181.420000000006,Tuning
1465_breast-tissue,6,9,9,0,106,0.084906,1.0,0.0,6,6,6.0,0.0,6,0.132075,0.207547,0.166667,0.030811,0.424758,0.424758,2.241524,2.241524,0.231231,0.702341,0.494257,1.777651,0.992126,1.385337,0.601644,1.777651,0.153297,11.596143,8.036964,6,7,0.666667,0.056604,0.142857,2,6,4.0,2.0,3,4,3.857143,0.377964,0,2,0.666667,0.707107,0.632075,0.245283,0.386792,0.301887,0.046217,0.301887,0.273585,0.311321,0.397,0.567667,2.098,0.667,0.981,0.334167,0.166667,0.5,0.819,1.136,0.695,0.286,1.0,11.667,254,4.792453,0.045642,22,0.000105,7.688679,0.10037,0.52145,1.900433,0.454491405266015,0.227732783683045,0.0028574521349173,0.0047951525766501,1.67812174981152,0.545034825449707,0.475776988123149,4.13760095414331,0.655006755778454,0,0.0399999999990541,1.17731248188901,0.34821570882798,25.0,0.0,0.0100000000020373,0.0021,0.0021,0.0021,1.0,1.0,1.0,0.0021,0.0021,0.0021,1.0,1.0,1.0,0.1225,0.1224,0.1239,1.00081699346405,0.988700564971751,0.987893462469734,0,207.200000000004,Defaults
1466_cardiotocography,10,35,35,0,2126,0.016463,1.0,0.0,10,10,10.0,0.0,10,0.024929,0.272342,0.1,0.082073,1.478155,1.478155,9.884095,9.884095,0.215097,1.0,0.111111,2.019385,0.877008,1.207218,0.315312,2.019385,0.248655,8.121226,3.85499,9,10,0.257143,0.004233,0.1,2,2,2.0,0.0,2,10,6.4,2.875181,0,1,0.257143,0.44344,0.988711,0.272342,0.452963,0.32454,0.055773,0.272342,0.340075,1.0,1.815,8.9538,0.001,0.957,0.957,0.000498,0.0,0.0,0.008,0.168,0.0,0.0,0.845,60.743,250324,235.488241,0.110818,1655,1e-06,1375.98777,0.190914,0.756429,3.048691,0.530041627750203,0.345788829316995,0.0205805627966585,0.0242588751598711,1.1787274915441,0.706501395796564,0.538246780293904,2.74904883977831,0.823037220668162,0,0.0400000000008731,1.02657240063147,-0.838996579843648,6.0,0.0,0.0199999999967986,,,,,,,,,,,,,0.1393,0.1203,0.0710666666666667,1.15793848711554,1.96013133208255,1.69277673545966,0,127.669999999998,Tuning
1468_cnae-9,9,856,856,0,1080,0.792593,1.0,0.0,9,9,9.0,0.0,9,0.111111,0.111111,0.111111,0.0,7.932292,7.932292,75.308206,75.308206,0.054548,0.995248,0.130186,2.197225,1.0,0.035551,0.010167,2.197225,0.011369,193.26791,2.127023,15,16,0.017523,0.013889,0.0625,2,4,2.142857,0.534522,2,15,9.125,4.272002,0,1,0.017523,0.131288,0.185185,0.111111,0.205556,0.114264,0.011249,0.111111,0.121296,0.861111,2.944,180.111556,0.0,0.317,1.099,0.160222,0.062444,0.272778,0.209,0.768,0.142,0.061,1.0,1.262,38379,71.072222,0.065869,120,1e-06,23.989815,0.090551,0.753552,1.220308,0.525970553773694,0.261390309909309,0.0115796969045706,0.0183702657150365,1.58642025490198,0.723039522261475,0.581296378724534,8.82731027583402,0.849419643372923,0,0.0399999999990541,1.7261238516143,1.3503930600036,12.0,0.0,0.0,0.0720333333333333,0.0487333333333333,0.0509333333333333,1.4781121751026,1.41426701570681,0.956806282722513,0.107366666666667,0.105266666666667,0.1138,1.01994933502217,0.943468072642062,0.925014645577036,0.0962,0.0964333333333333,0.0921666666666667,0.997580366401659,1.04376130198915,1.04629294755877,0,569.959999999999,Tuning
